feature_name,normalization_stage,shapiro_statistic,shapiro_pvalue,skewness,kurtosis,skew_degree,kurtosis_distribution
depth_12,Scaled Data,0.8545534731944533,9.5655506748777e-175,0.03770945697594742,-1.5520400322872105,low,platykurtic
depth_13,Raw Data,0.3584916703599228,4.608245218160636e-230,-0.0955980741047804,11.236905623362757,low,platykurtic
depth_13,Capped Data,0.3584916703599228,4.608245218160636e-230,-0.0955980741047804,11.236905623362757,low,platykurtic
depth_13,Normalized Data,0.8593265872064877,1.36879979159121e-173,0.03649220819258965,-1.5309818780049664,low,platykurtic
depth_13,Scaled Data,0.8593265872064877,1.36879979159121e-173,0.036492208192590796,-1.530981878004968,low,platykurtic
depth_14,Raw Data,0.3825124303504085,1.521137839514821e-228,-0.10273659291244595,9.752998185954496,low,platykurtic
depth_14,Capped Data,0.3825124303504085,1.521137839514821e-228,-0.10273659291244595,9.752998185954496,low,platykurtic
depth_14,Normalized Data,0.8644861520146626,2.6661758053045203e-172,0.0352353225310513,-1.5087367051899216,low,platykurtic
depth_14,Scaled Data,0.8644861520146626,2.6661758053045203e-172,0.03523532253105013,-1.5087367051899243,low,platykurtic
depth_15,Raw Data,0.4099257704209617,9.606993233584812e-227,-0.06664383746511125,8.320990836116225,low,platykurtic
depth_15,Capped Data,0.4099257704209617,9.606993233584812e-227,-0.06664383746511125,8.320990836116225,low,platykurtic
depth_15,Normalized Data,0.8700637733216968,7.422435533247332e-171,0.03700641157431067,-1.484933272789644,low,platykurtic
depth_15,Scaled Data,0.8700637733216972,7.4224355332486e-171,0.03700641157431062,-1.4849332727896427,low,platykurtic
depth_16,Raw Data,0.4363854940621552,6.226404682730035e-225,-0.03764285709337144,7.1432276663558465,low,platykurtic
depth_16,Capped Data,0.4363854940621552,6.226404682730035e-225,-0.03764285709337144,7.1432276663558465,low,platykurtic
depth_16,Normalized Data,0.8752140400918893,1.7983512235120696e-169,0.03928806158399981,-1.46362857318251,low,platykurtic
depth_16,Scaled Data,0.8752140400918893,1.7983512235120696e-169,0.03928806158400094,-1.4636285731825112,low,platykurtic
depth_17,Raw Data,0.46121479013275146,3.6830055675935095e-223,-0.01723431336149306,6.18404860100757,low,platykurtic
depth_17,Capped Data,0.46121479013275146,3.6830055675935095e-223,-0.01723431336149306,6.18404860100757,low,platykurtic
depth_17,Normalized Data,0.8797913814931609,3.3804155168292463e-168,0.04164854821523407,-1.4453254726099196,low,platykurtic
depth_17,Scaled Data,0.8797913814931609,3.3804155168292463e-168,0.04164854821523222,-1.445325472609918,low,platykurtic
depth_18,Raw Data,0.48276482211923344,1.463967786825103e-221,-0.005108457713848428,5.446291569295333,low,platykurtic
depth_18,Capped Data,0.48276482211923344,1.463967786825103e-221,-0.005108457713848428,5.446291569295333,low,platykurtic
depth_18,Normalized Data,0.8835724304006547,4.118146099152786e-167,0.043277911132287766,-1.4309324489313682,low,platykurtic
depth_18,Scaled Data,0.8835724304006547,4.118146099152786e-167,0.04327791113228722,-1.4309324489313693,low,platykurtic
depth_19,Raw Data,0.5013719237198282,3.945111384669301e-220,0.0037853821449001343,4.869079105342108,low,platykurtic
depth_19,Capped Data,0.5013719237198282,3.945111384669301e-220,0.0037853821449001343,4.869079105342108,low,platykurtic
depth_19,Normalized Data,0.8866712324363736,3.3758287408716805e-166,0.04466948046463025,-1.4195262586167314,low,platykurtic
depth_19,Scaled Data,0.8866712324363736,3.3758287408716805e-166,0.04466948046463166,-1.4195262586167277,low,platykurtic
depth_20,Raw Data,0.5175030152857408,7.518483511605833e-219,0.009865219081033924,4.407968472397665,low,platykurtic
depth_20,Capped Data,0.5175030152857408,7.518483511605833e-219,0.009865219081033924,4.407968472397665,low,platykurtic
depth_20,Normalized Data,0.8892631104268918,2.0416020675773257e-165,0.04578127762834092,-1.4103790657813815,low,platykurtic
depth_20,Scaled Data,0.8892631104268918,2.0416020675773257e-165,0.04578127762834084,-1.4103790657813848,low,platykurtic
best_move_eval,Raw Data,0.48867820804718154,4.12101739667593e-221,0.13586970765007814,5.240731093023905,low,platykurtic
best_move_eval,Capped Data,0.48867820804718154,4.12101739667593e-221,0.13586970765007814,5.240731093023905,low,platykurtic
best_move_eval,Normalized Data,0.8872116972024223,4.898091254252143e-166,-0.056448517155597,-1.415044089745654,low,platykurtic
best_move_eval,Scaled Data,0.8872116972024223,4.898091254252143e-166,-0.05644851715559664,-1.4150440897456518,low,platykurtic
sigmoid_eval_ratio,Raw Data,0.02225660914502614,3.601006167618293e-247,427.5388686214692,337000.99946680595,high,leptokurtic
sigmoid_eval_ratio,Capped Data,0.7097900202682719,1.5315790425165669e-199,-1.7775550730875176,3.6929924606928823,high,normal
sigmoid_eval_ratio,Normalized Data,0.6495943664092398,1.3520426736826562e-206,-2.300279452738484,5.387259504559294,high,platykurtic
sigmoid_eval_ratio,Scaled Data,0.6495943664092398,1.3520426736826562e-206,-2.3002794527384793,5.387259504559292,high,platykurtic
